name,Mean 1000 Seed Weiht, ,URL
Ageratum conyzoides subsp. conyzoides, 0.1476,http://data.kew.org/sid/SidServlet?ID=993&Num=a40
Ageratum conyzoides L., 0.11,http://data.kew.org/sid/SidServlet?ID=992&Num=4t8
Ageratum corymbosum Zuccagni, 0.25,http://data.kew.org/sid/SidServlet?ID=41621&Num=Nl9
Ageratum houstonianum var. houstonianum, 0.1448,http://data.kew.org/sid/SidServlet?ID=31788&Num=340
Ageratum houstonianum Mill., 0.1,http://data.kew.org/sid/SidServlet?ID=994&Num=DK5
Ageratum mexicanum subsp. nana, 0.12,http://data.kew.org/sid/SidServlet?ID=996&Num=cvX
Ageratum mexicanum Sims, 0.14,http://data.kew.org/sid/SidServlet?ID=995&Num=3XS
Ageratum paleaceum (Gay ex DC.) Hemsl., 0.3116,http://data.kew.org/sid/SidServlet?ID=46856&Num=8M5
Ageratum tehuacanum R.M.King & H.Robert, 0.1612,http://data.kew.org/sid/SidServlet?ID=997&Num=yeh
Ageratum tomentosum f. bracteatum M.F. Johnson, 0.1444,http://data.kew.org/sid/SidServlet?ID=31789&Num=15T
Ageratum tomentosum (Benth.) Hemsl., 0.118,http://data.kew.org/sid/SidServlet?ID=998&Num=aU5
Agoseris apargioides (Less.) Greene, 0.6,http://data.kew.org/sid/SidServlet?ID=1011&Num=ng5
Agoseris aurantiaca (Hook.) Greene, 1.613,http://data.kew.org/sid/SidServlet?ID=1012&Num=MKe
Agoseris aurantiaca (Hook.) Greene var. aurantica, 1.4984,http://data.kew.org/sid/SidServlet?ID=41622&Num=Q7y
Agoseris coronopifolium (D'Urv.) Chambers ex D.M.Moore, 0.6,http://data.kew.org/sid/SidServlet?ID=41623&Num=yNg
Agoseris cuspidata (Pursh) Steud., 2.09,http://data.kew.org/sid/SidServlet?ID=1013&Num=bMI
Agoseris glauca var. dasycephala (Torr. & A.Gray) Jeps., 1.3492,http://data.kew.org/sid/SidServlet?ID=1015&Num=V5T
Agoseris glauca (Pursh) Raf., 1.534,http://data.kew.org/sid/SidServlet?ID=1014&Num=f3u
Agoseris grandiflora (Nutt.) Greene, 1.232,http://data.kew.org/sid/SidServlet?ID=1016&Num=959
Agoseris heterophylla (Nutt.) Greene, 0.73,http://data.kew.org/sid/SidServlet?ID=1017&Num=7vl
Agoseris retrorsa (Benth.) Greene, 1.84,http://data.kew.org/sid/SidServlet?ID=1018&Num=6ju
Agrocharis incognita (Norman) Heywood & Jury, 3.687,http://data.kew.org/sid/SidServlet?ID=44554&Num=IT5
Ainsliaea spicata Vaniot, 0.856,http://data.kew.org/sid/SidServlet?ID=41624&Num=D82
Ainsworthia cordata (Jacq.) Boiss., 2.074,http://data.kew.org/sid/SidServlet?ID=59103&Num=B8F
Aldama adenotricha (S.F.Blake) E.E.Schill. & Panero, 1.9512,http://data.kew.org/sid/SidServlet?ID=54447&Num=0u8
Aldama dentata La Llave var. dentata, 1.156,http://data.kew.org/sid/SidServlet?ID=41625&Num=k6a
Alepidea amatymbica Eckl. & Zeyh., 3.2596,http://data.kew.org/sid/SidServlet?ID=1201&Num=2OQ
Alepidea cordifolia B.-E.van Wyk, 2.2912,http://data.kew.org/sid/SidServlet?ID=44555&Num=29C
Alepidea natalensis J.M.Wood & M.S.Evans, 0.9396,http://data.kew.org/sid/SidServlet?ID=60761&Num=zA8
Alepidea peduncularis A.Rich., 1.0901,http://data.kew.org/sid/SidServlet?ID=44556&Num=46f
Alepidea pusilla Weim., 1.8628,http://data.kew.org/sid/SidServlet?ID=60769&Num=AQZ
Alepidea setifera N.E. Br., 1.1256,http://data.kew.org/sid/SidServlet?ID=57980&Num=4Dn
Aletes acaulis (Torr.) J.M. Coult. & Rose, 3.2064,http://data.kew.org/sid/SidServlet?ID=58576&Num=Yt3
Alfredia acantholepis Kar. & Kir., 7.8812,http://data.kew.org/sid/SidServlet?ID=59121&Num=NZj
Allagopappus canariensis (Willd.) Greuter, 0.6464,http://data.kew.org/sid/SidServlet?ID=58545&Num=aum
Allittia cardiocarpa (F.Muell. ex Benth.) P.S.Short, 0.369,http://data.kew.org/sid/SidServlet?ID=57872&Num=N1H
Allopterigeron filifolius (F.Muell.) Dunlop, 3.7496,http://data.kew.org/sid/SidServlet?ID=31904&Num=v5o
Almutaster pauciflorus (Nutt.) Á.Löve & D.Löve, 0.1036,http://data.kew.org/sid/SidServlet?ID=58065&Num=SY5
Alseuosmia macrophylla A.Cunn., 4.1,http://data.kew.org/sid/SidServlet?ID=1425&Num=O0A
Alseuosmia pusilla Colenso, 2.7,http://data.kew.org/sid/SidServlet?ID=1426&Num=pF6
Alvordia glomerata Brandegee, 0.8044,http://data.kew.org/sid/SidServlet?ID=58410&Num=PUH
Amauriopsis dissecta, 0.4972,http://data.kew.org/sid/SidServlet?ID=32029&Num=saL
Amberboa bucharica Iljin, 7.73,http://data.kew.org/sid/SidServlet?ID=46861&Num=Kjv
Amberboa glauca (Willd.) Grossh., 2.9884,http://data.kew.org/sid/SidServlet?ID=32031&Num=sAS
Amberboa iljiniana Grossh., 5.7688,http://data.kew.org/sid/SidServlet?ID=46862&Num=ap8
Amberboa moschata (L.) DC., 5.0752,http://data.kew.org/sid/SidServlet?ID=46863&Num=N4d
Amberboa sosnovskyi Iljin, 3.4308,http://data.kew.org/sid/SidServlet?ID=46864&Num=AiB
Amblyolepis setigera DC., 3.4,http://data.kew.org/sid/SidServlet?ID=1569&Num=304
Amblyopappus pusillus Hook. & Arn., 0.291,http://data.kew.org/sid/SidServlet?ID=1570&Num=V0L
Ambrosia acanthicarpa Hook., 5.724,http://data.kew.org/sid/SidServlet?ID=1573&Num=BOF
Ambrosia artemisiifolia L., 3.63,http://data.kew.org/sid/SidServlet?ID=1575&Num=1HN
Ambrosia bidentata Michx., 4.7168,http://data.kew.org/sid/SidServlet?ID=46865&Num=Ajk
Ambrosia chamissonis (Less.) Greene, 12.346,http://data.kew.org/sid/SidServlet?ID=1577&Num=9t7
Ambrosia confertiflora DC., 2.9616,http://data.kew.org/sid/SidServlet?ID=32032&Num=SAw
Ambrosia dumosa (A.Gray) Payne, 3.0,http://data.kew.org/sid/SidServlet?ID=1580&Num=59c
Ambrosia eriocentra (A.Gray) Payne, 10.566,http://data.kew.org/sid/SidServlet?ID=1582&Num=18L
Ambrosia maritima L., 3.5855,http://data.kew.org/sid/SidServlet?ID=41627&Num=Z42
Ambrosia psilostachya DC., 6.604,http://data.kew.org/sid/SidServlet?ID=1583&Num=705
Ambrosia salsola, 7.0752,http://data.kew.org/sid/SidServlet?ID=32033&Num=SaX
Ambrosia salsola (Torr. & A.Gray) Strother & B.G.Baldwin var. salsola, 3.71112,http://data.kew.org/sid/SidServlet?ID=40397&Num=1g5
Ambrosia trifida L., 11.0,http://data.kew.org/sid/SidServlet?ID=1584&Num=WXB
Amellus asteroides (L.) Druce subsp. mollis Rommel, 0.5312,http://data.kew.org/sid/SidServlet?ID=59056&Num=9yb
